CO_ANO,SG_UF_MUN,CO_MUN,VL_EXPORT,VL_IMPORT,SALDO_COMERCIAL
2025,MG,3102001,0.0,923.0,-923.0
2025,MG,3102050,39896.0,404.0,39492.0
2025,MG,3102100,0.0,71.0,-71.0
2025,MG,3102308,8871.0,80556.0,-71685.0
2025,MG,3102605,41665.0,330.0,41335.0
2025,MG,3103009,365543.0,0.0,365543.0
2025,MG,3103306,0.0,18522.0,-18522.0
2025,MG,3103405,43341.0,9100.0,34241.0
2025,MG,3103504,323112.0,5968042.0,-5644930.0
2025,MG,3103702,0.0,360.0,-360.0
2025,MG,3103751,261601.0,14800.0,246801.0
2025,MG,3103801,183121.0,0.0,183121.0
2025,MG,3103900,14769.0,0.0,14769.0
2025,MG,3104007,42459297.0,12246.0,42447051.0
2025,MG,3104106,7726.0,3024.0,4702.0
2025,MG,3104205,20800.0,26037.0,-5237.0
2025,MG,3104304,322163.0,19.0,322144.0
2025,MG,3104502,81768.0,10661097.0,-10579329.0
2025,MG,3104601,2022.0,47680.0,-45658.0
2025,MG,3104908,6155.0,43.0,6112.0
2025,MG,3105103,101520.0,0.0,101520.0
2025,MG,3105400,1410236.0,3113.0,1407123.0
2025,MG,3105608,34917.0,17525.0,17392.0
2025,MG,3105905,11745.0,6961.0,4784.0
2025,MG,3106002,3476.0,29483.0,-26007.0
2025,MG,3106200,1800.0,2350.0,-550.0
2025,MG,3106309,726177.0,996.0,725181.0
2025,MG,3106408,0.0,3802.0,-3802.0
2025,MG,3106705,2702.0,2128.0,574.0
2025,MG,3106903,0.0,24887.0,-24887.0
2025,MG,3107109,1001458.0,898.0,1000560.0
2025,MG,3107307,164857.0,308802.0,-143945.0
2025,MG,3107406,20070.0,44525.0,-24455.0
2025,MG,3107505,2900.0,0.0,2900.0
2025,MG,3107802,0.0,6869.0,-6869.0
2025,MG,3107901,860.0,0.0,860.0
2025,MG,3108008,82.0,0.0,82.0
2025,MG,3108206,172200.0,0.0,172200.0
2025,MG,3108305,0.0,304228.0,-304228.0
2025,MG,3108404,2442.0,22573.0,-20131.0
2025,MG,3108552,216355.0,20975.0,195380.0
2025,MG,3108909,29952.0,25639.0,4313.0
2025,MG,3109006,10853931.0,655200.0,10198731.0
2025,MG,3109303,0.0,15300.0,-15300.0
2025,MG,3109402,3227.0,232.0,2995.0
2025,MG,3109501,88140.0,0.0,88140.0
2025,MG,3109709,1960.0,4400.0,-2440.0
2025,MG,3109907,5563.0,1820.0,3743.0
2025,MG,3110004,525532.0,30035.0,495497.0
2025,MG,3110301,9915.0,3028.0,6887.0
2025,MG,3110509,3550.0,1969.0,1581.0
2025,MG,3110608,22889.0,121983.0,-99094.0
2025,MG,3110707,0.0,341.0,-341.0
2025,MG,3110905,3011.0,6855.0,-3844.0
2025,MG,3111002,586623.0,0.0,586623.0
2025,MG,3111101,41075.0,0.0,41075.0
2025,MG,3111200,56728.0,5092.0,51636.0
2025,MG,3111408,1997801.0,0.0,1997801.0
2025,MG,3111507,93498.0,0.0,93498.0
2025,MG,3111606,144802.0,101460.0,43342.0
2025,MG,3111804,14405.0,0.0,14405.0
2025,MG,3112000,29082.0,0.0,29082.0
2025,MG,3112307,136479.0,5891.0,130588.0
2025,MG,3112604,392420.0,18021.0,374399.0
2025,MG,3112703,1378730.0,60049.0,1318681.0
2025,MG,3112802,107300.0,4209.0,103091.0
2025,MG,3112901,139718.0,0.0,139718.0
2025,MG,3113008,12789.0,0.0,12789.0
2025,MG,3113206,0.0,6246.0,-6246.0
2025,MG,3113305,0.0,30213.0,-30213.0
2025,MG,3113404,116839.0,3414.0,113425.0
2025,MG,3113503,0.0,189198.0,-189198.0
2025,MG,3113602,0.0,7133.0,-7133.0
2025,MG,3113701,132423.0,0.0,132423.0
2025,MG,3113909,16654.0,0.0,16654.0
2025,MG,3114006,85640.0,24830.0,60810.0
2025,MG,3114105,460462.0,0.0,460462.0
2025,MG,3114204,25530.0,9847.0,15683.0
2025,MG,3114303,2107572.0,16955.0,2090617.0
2025,MG,3114402,0.0,198815.0,-198815.0
2025,MG,3114501,0.0,1775.0,-1775.0
2025,MG,3114550,289450.0,0.0,289450.0
2025,MG,3114600,722.0,0.0,722.0
2025,MG,3114709,113662.0,0.0,113662.0
2025,MG,3115102,0.0,65157.0,-65157.0
2025,MG,3115300,59873.0,147054.0,-87181.0
2025,MG,3115359,39952774.0,2170623.0,37782151.0
2025,MG,3115409,6435.0,0.0,6435.0
2025,MG,3115508,18383.0,1930.0,16453.0
2025,MG,3116159,0.0,1150.0,-1150.0
2025,MG,3116407,3502.0,617.0,2885.0
2025,MG,3116605,314120.0,230640.0,83480.0
2025,MG,3116704,5.0,0.0,5.0
2025,MG,3117306,831044.0,1700.0,829344.0
2025,MG,3117504,28660276.0,1930750.0,26729526.0
2025,MG,3117603,99340.0,931.0,98409.0
2025,MG,3117702,0.0,1100.0,-1100.0
2025,MG,3117801,224.0,245854.0,-245630.0
2025,MG,3117876,15437.0,3555.0,11882.0
2025,MG,3117900,0.0,4080.0,-4080.0
2025,MG,3118007,23084008.0,148.0,23083860.0
2025,MG,3118304,58858.0,841.0,58017.0
2025,MG,3118403,92227.0,1064.0,91163.0
2025,MG,3118601,29063.0,11663.0,17400.0
2025,MG,3118908,0.0,30266.0,-30266.0
2025,MG,3119104,1042.0,85.0,957.0
2025,MG,3119302,257301.0,12915.0,244386.0
2025,MG,3119401,482.0,205000.0,-204518.0
2025,MG,3119708,2.0,203263.0,-203261.0
2025,MG,3119955,0.0,70.0,-70.0
2025,MG,3120102,1997.0,0.0,1997.0
2025,MG,3120508,1170.0,8997.0,-7827.0
2025,MG,3120805,1511.0,3345.0,-1834.0
2025,MG,3120870,30695.0,0.0,30695.0
2025,MG,3120904,331.0,747.0,-416.0
2025,MG,3121001,30383.0,0.0,30383.0
2025,MG,3121100,0.0,16931.0,-16931.0
2025,MG,3121209,13714.0,0.0,13714.0
2025,MG,3121258,3762977.0,5904.0,3757073.0
2025,MG,3121605,187226.0,25.0,187201.0
2025,MG,3122009,342528.0,0.0,342528.0
2025,MG,3122108,185483.0,0.0,185483.0
2025,MG,3122306,29888.0,24450.0,5438.0
2025,MG,3122355,460507.0,567000.0,-106493.0
2025,MG,3122504,35740.0,1679.0,34061.0
2025,MG,3122603,48249.0,0.0,48249.0
2025,MG,3122702,0.0,1704.0,-1704.0
2025,MG,3123007,8734.0,36676.0,-27942.0
2025,MG,3123106,35278.0,0.0,35278.0
2025,MG,3123205,46.0,14117.0,-14071.0
2025,MG,3123304,0.0,10003.0,-10003.0
2025,MG,3123403,0.0,8990.0,-8990.0
2025,MG,3123601,323136.0,44174.0,278962.0
2025,MG,3123700,12811.0,0.0,12811.0
2025,MG,3123809,0.0,2917.0,-2917.0
2025,MG,3123908,225.0,132.0,93.0
2025,MG,3124005,58889.0,485.0,58404.0
2025,MG,3124104,0.0,11423.0,-11423.0
2025,MG,3124203,352341.0,3666.0,348675.0
2025,MG,3124302,0.0,4574.0,-4574.0
2025,MG,3124401,48950.0,177278.0,-128328.0
2025,MG,3124500,0.0,25137.0,-25137.0
2025,MG,3124906,101641.0,0.0,101641.0
2025,MG,3125101,29971.0,5427.0,24544.0
2025,MG,3125903,0.0,41483.0,-41483.0
2025,MG,3126109,41749.0,445.0,41304.0
2025,MG,3126208,285510.0,245016.0,40494.0
2025,MG,3126604,83811.0,0.0,83811.0
2025,MG,3126703,0.0,20811.0,-20811.0
2025,MG,3127008,0.0,429000.0,-429000.0
2025,MG,3127107,934973.0,43.0,934930.0
2025,MG,3127206,0.0,69.0,-69.0
2025,MG,3127305,39433.0,0.0,39433.0
2025,MG,3127404,3700.0,296.0,3404.0
2025,MG,3127602,0.0,601082.0,-601082.0
2025,MG,3127701,21847.0,168951.0,-147104.0
2025,MG,3127800,123925.0,0.0,123925.0
2025,MG,3128105,12463.0,0.0,12463.0
2025,MG,3128303,2090.0,2753.0,-663.0
2025,MG,3128402,155000.0,22957.0,132043.0
2025,MG,3128709,527870.0,431.0,527439.0
2025,MG,3128907,0.0,838.0,-838.0
2025,MG,3129509,253417.0,326199.0,-72782.0
2025,MG,3129707,197151.0,222.0,196929.0
2025,MG,3129806,575.0,57966.0,-57391.0
2025,MG,3129905,755.0,0.0,755.0
2025,MG,3130101,375.0,8970.0,-8595.0
2025,MG,3130309,22099.0,38376.0,-16277.0
2025,MG,3130408,10016.0,2689.0,7327.0
2025,MG,3130606,8921.0,74800.0,-65879.0
2025,MG,3130705,29059603.0,98555.0,28961048.0
2025,MG,3130903,3000.0,25121.0,-22121.0
2025,MG,3131000,10003.0,22552.0,-12549.0
2025,MG,3131109,129962.0,24410.0,105552.0
2025,MG,3131158,0.0,24920.0,-24920.0
2025,MG,3131208,0.0,63855.0,-63855.0
2025,MG,3131307,635.0,149.0,486.0
2025,MG,3131604,0.0,4950.0,-4950.0
2025,MG,3131703,1616855.0,21145.0,1595710.0
2025,MG,3131802,1183.0,0.0,1183.0
2025,MG,3131901,3018686.0,16136.0,3002550.0
2025,MG,3132206,0.0,240.0,-240.0
2025,MG,3132404,6012034.0,179318.0,5832716.0
2025,MG,3132602,3400.0,0.0,3400.0
2025,MG,3132909,0.0,6801.0,-6801.0
2025,MG,3133006,186.0,72565.0,-72379.0
2025,MG,3133105,128886.0,2030.0,126856.0
2025,MG,3133204,10000.0,0.0,10000.0
2025,MG,3133402,1232460.0,286245.0,946215.0
2025,MG,3133501,54288.0,100160.0,-45872.0
2025,MG,3133600,20025.0,4345.0,15680.0
2025,MG,3133709,1.0,110832.0,-110831.0
2025,MG,3133758,0.0,4895.0,-4895.0
2025,MG,3133808,131883.0,261.0,131622.0
2025,MG,3133907,5940.0,0.0,5940.0
2025,MG,3134004,3686.0,42.0,3644.0
2025,MG,3134103,58431.0,21552.0,36879.0
2025,MG,3134202,78222.0,124619.0,-46397.0
2025,MG,3134400,4113231.0,15623.0,4097608.0
2025,MG,3134509,0.0,9537.0,-9537.0
2025,MG,3134608,3198.0,5697982.0,-5694784.0
2025,MG,3134806,0.0,131.0,-131.0
2025,MG,3134905,97322.0,139314.0,-41992.0
2025,MG,3135050,4404.0,2384.0,2020.0
2025,MG,3135076,59748.0,0.0,59748.0
2025,MG,3135100,6668.0,6890.0,-222.0
2025,MG,3135209,0.0,2148.0,-2148.0
2025,MG,3135308,94314.0,0.0,94314.0
2025,MG,3135357,18221.0,0.0,18221.0
2025,MG,3135407,2334.0,51044.0,-48710.0
2025,MG,3135506,0.0,6200.0,-6200.0
2025,MG,3135902,158509.0,0.0,158509.0
2025,MG,3136207,271950.0,328.0,271622.0
2025,MG,3136306,2293983.0,5250.0,2288733.0
2025,MG,3136405,66016.0,9114.0,56902.0
2025,MG,3136603,0.0,286.0,-286.0
2025,MG,3136652,16358.0,12710.0,3648.0
2025,MG,3136702,12517.0,21374.0,-8857.0
2025,MG,3136900,1002.0,57992.0,-56990.0
2025,MG,3137205,59000.0,95048.0,-36048.0
2025,MG,3137601,77760.0,1024.0,76736.0
2025,MG,3137700,127033.0,0.0,127033.0
2025,MG,3137809,1817.0,8350.0,-6533.0
2025,MG,3138104,24335.0,0.0,24335.0
2025,MG,3138203,1021004.0,9066.0,1011938.0
2025,MG,3138302,0.0,3471.0,-3471.0
2025,MG,3138401,812.0,461.0,351.0
2025,MG,3138609,0.0,516.0,-516.0
2025,MG,3138625,469606.0,0.0,469606.0
2025,MG,3138674,51730.0,4613.0,47117.0
2025,MG,3138708,7306.0,19713.0,-12407.0
2025,MG,3138807,377083.0,3485.0,373598.0
2025,MG,3139003,4487230.0,100113.0,4387117.0
2025,MG,3139409,822422.0,133188.0,689234.0
2025,MG,3139508,505587.0,0.0,505587.0
2025,MG,3139607,10361.0,0.0,10361.0
2025,MG,3139706,1236300.0,0.0,1236300.0
2025,MG,3139805,3389.0,49495.0,-46106.0
2025,MG,3139904,15927.0,60.0,15867.0
2025,MG,3140001,84672.0,1223613.0,-1138941.0
2025,MG,3140506,8194.0,0.0,8194.0
2025,MG,3140530,256655.0,146202.0,110453.0
2025,MG,3140704,8842.0,2380.0,6462.0
2025,MG,3140803,0.0,329.0,-329.0
2025,MG,3140902,988134.0,0.0,988134.0
2025,MG,3141009,0.0,53714.0,-53714.0
2025,MG,3141108,25840.0,2743.0,23097.0
2025,MG,3141405,37563.0,20720.0,16843.0
2025,MG,3141900,0.0,4999.0,-4999.0
2025,MG,3142205,218.0,276777.0,-276559.0
2025,MG,3142502,48994.0,0.0,48994.0
2025,MG,3142601,743086.0,19293.0,723793.0
2025,MG,3142809,0.0,878.0,-878.0
2025,MG,3143005,251669.0,0.0,251669.0
2025,MG,3143104,4277.0,1816.0,2461.0
2025,MG,3143203,3035.0,119150.0,-116115.0
2025,MG,3143302,114.0,359398.0,-359284.0
2025,MG,3143401,14.0,700.0,-686.0
2025,MG,3143807,0.0,22148.0,-22148.0
2025,MG,3143906,1200.0,9808.0,-8608.0
2025,MG,3144003,116138.0,3876.0,112262.0
2025,MG,3144102,0.0,6842.0,-6842.0
2025,MG,3144300,146467.0,0.0,146467.0
2025,MG,3144409,412953.0,0.0,412953.0
2025,MG,3144508,1708339.0,53100.0,1655239.0
2025,MG,3144607,15981.0,2278.0,13703.0
2025,MG,3144706,3931671.0,8726.0,3922945.0
2025,MG,3144805,29400.0,872875.0,-843475.0
2025,MG,3145000,3322.0,44516.0,-41194.0
2025,MG,3145109,308266.0,82.0,308184.0
2025,MG,3145208,36716.0,544657.0,-507941.0
2025,MG,3145372,54620.0,0.0,54620.0
2025,MG,3145455,7.0,2250.0,-2243.0
2025,MG,3145604,4560.0,7845.0,-3285.0
2025,MG,3145901,1116645.0,719.0,1115926.0
2025,MG,3146008,32572.0,513.0,32059.0
2025,MG,3146107,3373350.0,72.0,3373278.0
2025,MG,3146305,50.0,0.0,50.0
2025,MG,3146503,12480.0,0.0,12480.0
2025,MG,3146602,0.0,82340.0,-82340.0
2025,MG,3146909,125841.0,6420.0,119421.0
2025,MG,3147006,2218.0,22358.0,-20140.0
2025,MG,3147105,40922.0,5561.0,35361.0
2025,MG,3147204,457683.0,12.0,457671.0
2025,MG,3147303,305.0,242.0,63.0
2025,MG,3147402,17428.0,1301.0,16127.0
2025,MG,3147600,0.0,20.0,-20.0
2025,MG,3147709,131308.0,4900.0,126408.0
2025,MG,3147907,49001.0,12627.0,36374.0
2025,MG,3148004,75616.0,801.0,74815.0
2025,MG,3148103,8839954.0,282.0,8839672.0
2025,MG,3148608,1071.0,0.0,1071.0
2025,MG,3148707,2349.0,30360.0,-28011.0
2025,MG,3148905,14741.0,0.0,14741.0
2025,MG,3149101,15790.0,2600.0,13190.0
2025,MG,3149309,3914.0,169249.0,-165335.0
2025,MG,3149507,15840.0,40006.0,-24166.0
2025,MG,3149606,2262905.0,4515852.0,-2252947.0
2025,MG,3149705,167941.0,15980.0,151961.0
2025,MG,3149804,30905.0,46467.0,-15562.0
2025,MG,3149903,38601.0,24302.0,14299.0
2025,MG,3150570,0.0,45.0,-45.0
2025,MG,3150604,27501.0,29247.0,-1746.0
2025,MG,3150703,730882.0,0.0,730882.0
2025,MG,3150901,14133.0,0.0,14133.0
2025,MG,3151008,0.0,465.0,-465.0
2025,MG,3151107,8430.0,45686.0,-37256.0
2025,MG,3151206,5241716.0,172737.0,5068979.0
2025,MG,3151305,1550.0,8789.0,-7239.0
2025,MG,3151404,426288.0,6784.0,419504.0
2025,MG,3151503,1873816.0,255.0,1873561.0
2025,MG,3151602,1746642.0,0.0,1746642.0
2025,MG,3151701,118523.0,0.0,118523.0
2025,MG,3151800,1268.0,28520.0,-27252.0
2025,MG,3151909,14487.0,0.0,14487.0
2025,MG,3152006,19246.0,11500.0,7746.0
2025,MG,3152105,302766.0,14.0,302752.0
2025,MG,3152204,0.0,19238.0,-19238.0
2025,MG,3152501,96866.0,125.0,96741.0
2025,MG,3152600,1528688.0,195.0,1528493.0
2025,MG,3152709,2208.0,0.0,2208.0
2025,MG,3152808,338410.0,276465.0,61945.0
2025,MG,3153400,0.0,1865.0,-1865.0
2025,MG,3153509,2431.0,0.0,2431.0
2025,MG,3153608,0.0,16039.0,-16039.0
2025,MG,3153707,0.0,89.0,-89.0
2025,MG,3153905,0.0,4672.0,-4672.0
2025,MG,3154101,0.0,12604.0,-12604.0
2025,MG,3154150,0.0,3050.0,-3050.0
2025,MG,3154200,451311.0,6010.0,445301.0
2025,MG,3154309,38946.0,0.0,38946.0
2025,MG,3154507,16703683.0,6063.0,16697620.0
2025,MG,3154606,21830.0,1499.0,20331.0
2025,MG,3154804,10710.0,0.0,10710.0
2025,MG,3154903,0.0,7600.0,-7600.0
2025,MG,3155405,0.0,980.0,-980.0
2025,MG,3155504,25.0,1893.0,-1868.0
2025,MG,3155702,24213.0,34974.0,-10761.0
2025,MG,3155801,0.0,5556.0,-5556.0
2025,MG,3156106,0.0,11710.0,-11710.0
2025,MG,3156304,70498.0,28000.0,42498.0
2025,MG,3156452,0.0,8770.0,-8770.0
2025,MG,3156502,78319.0,86708.0,-8389.0
2025,MG,3156700,134333.0,24400.0,109933.0
2025,MG,3156809,1435382.0,0.0,1435382.0
2025,MG,3156908,34.0,61619.0,-61585.0
2025,MG,3157005,61656.0,0.0,61656.0
2025,MG,3157104,75000.0,0.0,75000.0
2025,MG,3157203,0.0,3000.0,-3000.0
2025,MG,3157252,0.0,19982.0,-19982.0
2025,MG,3157336,0.0,19746.0,-19746.0
2025,MG,3157658,249.0,0.0,249.0
2025,MG,3157708,2347408.0,53060.0,2294348.0
2025,MG,3157807,207.0,65006.0,-64799.0
2025,MG,3158003,0.0,5328.0,-5328.0
2025,MG,3158300,0.0,147026.0,-147026.0
2025,MG,3158607,0.0,1602.0,-1602.0
2025,MG,3158904,15583.0,0.0,15583.0
2025,MG,3158953,9088.0,7683.0,1405.0
2025,MG,3159209,196317.0,11477.0,184840.0
2025,MG,3159357,0.0,165000.0,-165000.0
2025,MG,3159506,32763.0,0.0,32763.0
2025,MG,3159605,6207.0,3646.0,2561.0
2025,MG,3159803,900360.0,0.0,900360.0
2025,MG,3159902,269755.0,0.0,269755.0
2025,MG,3160108,0.0,247012.0,-247012.0
2025,MG,3160405,86056.0,105044.0,-18988.0
2025,MG,3160702,4251590.0,313.0,4251277.0
2025,MG,3161007,0.0,1600.0,-1600.0
2025,MG,3161205,788362.0,0.0,788362.0
2025,MG,3161502,0.0,261040.0,-261040.0
2025,MG,3161809,15933.0,1281.0,14652.0
2025,MG,3161908,12843098.0,41250.0,12801848.0
2025,MG,3162005,847858.0,2289.0,845569.0
2025,MG,3162104,318733.0,7897.0,310836.0
2025,MG,3162203,0.0,15513.0,-15513.0
2025,MG,3162252,0.0,6068.0,-6068.0
2025,MG,3162401,0.0,866.0,-866.0
2025,MG,3162500,489078.0,57964.0,431114.0
2025,MG,3162559,215359.0,0.0,215359.0
2025,MG,3162575,322.0,0.0,322.0
2025,MG,3162708,291.0,0.0,291.0
2025,MG,3162906,0.0,7.0,-7.0
2025,MG,3162922,127609.0,415.0,127194.0
2025,MG,3162948,0.0,2998.0,-2998.0
2025,MG,3162955,81.0,74929.0,-74848.0
2025,MG,3163003,0.0,17961.0,-17961.0
2025,MG,3163201,0.0,12957.0,-12957.0
2025,MG,3163508,0.0,86476.0,-86476.0
2025,MG,3163706,3828.0,12282.0,-8454.0
2025,MG,3164407,128863.0,19500.0,109363.0
2025,MG,3164506,85294.0,14000.0,71294.0
2025,MG,3164605,57712.0,24362.0,33350.0
2025,MG,3164704,1659.0,12150.0,-10491.0
2025,MG,3165008,1231.0,0.0,1231.0
2025,MG,3165107,375.0,18495.0,-18120.0
2025,MG,3165206,5332.0,22.0,5310.0
2025,MG,3165305,59287.0,1485.0,57802.0
2025,MG,3165404,0.0,18355.0,-18355.0
2025,MG,3165537,20746.0,786.0,19960.0
2025,MG,3165909,18773.0,0.0,18773.0
2025,MG,3166808,0.0,10615125.0,-10615125.0
2025,MG,3167103,2000.0,0.0,2000.0
2025,MG,3167202,117705.0,73214.0,44491.0
2025,MG,3167400,0.0,127865.0,-127865.0
2025,MG,3168002,3508.0,1600.0,1908.0
2025,MG,3168101,1.0,2678.0,-2677.0
2025,MG,3168507,0.0,206640.0,-206640.0
2025,MG,3168606,24358.0,2205.0,22153.0
2025,MG,3168705,179734.0,31529.0,148205.0
2025,MG,3168804,0.0,2599.0,-2599.0
2025,MG,3168903,350348.0,0.0,350348.0
2025,MG,3169000,18118.0,4950.0,13168.0
2025,MG,3169109,0.0,35.0,-35.0
2025,MG,3169307,4358.0,13623.0,-9265.0
2025,MG,3169356,349811.0,44546.0,305265.0
2025,MG,3169406,121991.0,76887.0,45104.0
2025,MG,3169604,1360020.0,122838.0,1237182.0
2025,MG,3169802,27911.0,0.0,27911.0
2025,MG,3169901,12989.0,192651.0,-179662.0
2025,MG,3170008,0.0,24.0,-24.0
2025,MG,3170107,307816.0,293968.0,13848.0
2025,MG,3170206,4.0,153.0,-149.0
2025,MG,3170404,24287594.0,1875.0,24285719.0
2025,MG,3170701,121469.0,17110.0,104359.0
2025,MG,3170750,0.0,123789.0,-123789.0
2025,MG,3170800,41242.0,612.0,40630.0
2025,MG,3171006,1562014.0,71704.0,1490310.0
2025,MG,3171204,18.0,52676.0,-52658.0
2025,MG,3171303,82584.0,6615.0,75969.0
2025,MG,3171600,16458.0,0.0,16458.0
2025,MG,3171808,364.0,0.0,364.0
2025,MG,3172004,18772.0,85218.0,-66446.0
2025,MG,3172202,669.0,0.0,669.0
2025,MS,5200203,125523.0,2252.0,123271.0
2025,MS,5200609,77000.0,1329.0,75671.0
2025,MS,5200708,181605.0,1040.0,180565.0
2025,MS,5200856,1515649.0,0.0,1515649.0
2025,MS,5200906,863807.0,0.0,863807.0
2025,MS,5201003,29157.0,17813.0,11344.0
2025,MS,5201102,0.0,31450.0,-31450.0
2025,MS,5201508,8392.0,40100.0,-31708.0
2025,MS,5201904,423967.0,2885.0,421082.0
2025,MS,5202001,118767.0,0.0,118767.0
2025,MS,5202159,0.0,2460.0,-2460.0
2025,MS,5202209,0.0,51386.0,-51386.0
2025,MS,5202407,928346.0,90847.0,837499.0
2025,MS,5202605,1440.0,0.0,1440.0
2025,MS,5202704,18633.0,361.0,18272.0
2025,MS,5202902,42557.0,202473.0,-159916.0
2025,MS,5202951,1379060.0,139.0,1378921.0
2025,MS,5203108,0.0,21080.0,-21080.0
2025,MS,5203157,2537.0,0.0,2537.0
2025,MS,5203207,2122.0,259788.0,-257666.0
2025,MS,5203256,1160434.0,3300000.0,-2139566.0
2025,MS,5203306,192007.0,18742.0,173265.0
2025,MS,5203454,40152.0,0.0,40152.0
2025,MS,5203702,5718259.0,120383.0,5597876.0
2025,MS,5203751,277837.0,349229.0,-71392.0
2025,MS,5203801,1406.0,1510.0,-104.0
2025,MS,5204007,9004.0,0.0,9004.0
2025,MS,5204304,8037470.0,4995356.0,3042114.0
2025,MS,5204403,0.0,3365.0,-3365.0
2025,MS,5204502,43247.0,25450.0,17797.0
2025,MS,5204601,600294.0,40290.0,560004.0
2025,MS,5204700,1718322.0,180000.0,1538322.0
2025,MS,5204908,0.0,90018.0,-90018.0
2025,MS,5205004,50892.0,0.0,50892.0
2025,MS,5205400,899236.0,6217.0,893019.0
2025,MS,5205608,0.0,4050000.0,-4050000.0
2025,MS,5205681,200600.0,305002.0,-104402.0
2025,MS,5205707,730651.0,72890.0,657761.0
2025,MS,5205806,1812996.0,0.0,1812996.0
2025,MS,5206002,34091.0,26.0,34065.0
2025,MS,5206200,194356.0,8456818.0,-8262462.0
2025,MS,5206275,3724233.0,0.0,3724233.0
2025,MS,5206309,131865.0,569.0,131296.0
2025,MS,5206408,745049.0,0.0,745049.0
2025,MS,5206606,23658.0,32501.0,-8843.0
2025,MS,5207109,11475.0,15297.0,-3822.0
2025,MS,5207208,104048.0,0.0,104048.0
2025,MS,5207505,5198719.0,0.0,5198719.0
2025,MS,5207695,874786.0,220.0,874566.0
2025,MS,5207703,11398.0,22500.0,-11102.0
2025,MS,5207802,0.0,1200.0,-1200.0
2025,MS,5207901,8353443.0,1260.0,8352183.0
2025,MS,5207935,667982.0,0.0,667982.0
2025,MS,5208008,184410.0,19400.0,165010.0
2025,MS,5208305,5747.0,555.0,5192.0
2025,MS,5208404,331999.0,46781.0,285218.0
2025,MT,5100102,89990.0,147960.0,-57970.0
2025,MT,5100201,186674.0,575386.0,-388712.0
2025,MT,5100250,1798637.0,1282.0,1797355.0
2025,MT,5100300,5751619.0,2107500.0,3644119.0
2025,MT,5100409,7665288.0,114722.0,7550566.0
2025,MT,5100607,120642.0,0.0,120642.0
2025,MT,5101258,114061.0,1570.0,112491.0
2025,MT,5101407,22028.0,6.0,22022.0
2025,MT,5101704,7394713.0,3501.0,7391212.0
2025,MT,5101803,89555.0,94572.0,-5017.0
2025,MT,5101852,238452.0,0.0,238452.0
2025,MT,5101902,260683.0,5863.0,254820.0
2025,MT,5102504,110924.0,24615.0,86309.0
2025,MT,5102637,1090935.0,254710.0,836225.0
2025,MT,5102678,11823.0,42.0,11781.0
2025,MT,5102686,1966899.0,7800.0,1959099.0
2025,MT,5102702,43967192.0,574.0,43966618.0
2025,MT,5102793,12383658.0,0.0,12383658.0
2025,MT,5103007,0.0,1000.0,-1000.0
2025,MT,5103056,488633.0,760000.0,-271367.0
2025,MT,5103205,120787.0,87963.0,32824.0
2025,MT,5103254,36051.0,0.0,36051.0
2025,MT,5103304,124221.0,1403271.0,-1279050.0
2025,MT,5103353,4143175.0,911560.0,3231615.0
2025,MT,5103379,16877.0,0.0,16877.0
2025,MT,5103403,82453.0,108632.0,-26179.0
2025,MT,5103437,0.0,873.0,-873.0
2025,MT,5103502,2505365.0,648976.0,1856389.0
2025,MT,5103601,332487.0,0.0,332487.0
2025,MT,5103700,121776.0,0.0,121776.0
2025,MT,5103858,206676.0,0.0,206676.0
2025,MT,5104104,161752.0,31000.0,130752.0
2025,MT,5104526,647538.0,62000.0,585538.0
2025,MT,5104542,0.0,31000.0,-31000.0
2025,MT,5104609,959200.0,0.0,959200.0
2025,MT,5104807,920.0,440000.0,-439080.0
2025,MT,5105101,784869.0,31000.0,753869.0
2025,MT,5105150,208549.0,1115000.0,-906451.0
2025,MT,5105176,52350.0,0.0,52350.0
2025,MT,5105200,0.0,1442330.0,-1442330.0
2025,MT,5105259,96850.0,219156.0,-122306.0
2025,MT,5105507,30000.0,0.0,30000.0
2025,MT,5105580,6109622.0,1392050.0,4717572.0
2025,MT,5105606,1117033.0,44.0,1116989.0
2025,MT,5105622,89261.0,1794.0,87467.0
2025,MT,5105903,0.0,125055.0,-125055.0
2025,MT,5106000,477418.0,0.0,477418.0
2025,MT,5106109,338361.0,232.0,338129.0
2025,MT,5106174,3044928.0,0.0,3044928.0
2025,MT,5106182,0.0,1930.0,-1930.0
2025,MT,5106190,3155327.0,0.0,3155327.0
2025,MT,5106216,19801.0,28642.0,-8841.0
2025,MT,5106224,317739.0,4062.0,313677.0
2025,MT,5106232,380876.0,43830.0,337046.0
2025,MT,5106240,17845.0,790000.0,-772155.0
2025,MT,5106257,0.0,27504.0,-27504.0
2025,MT,5106265,2667440.0,0.0,2667440.0
2025,MT,5106281,477299.0,0.0,477299.0
2025,MT,5106307,209475.0,0.0,209475.0
2025,MT,5106372,559817.0,10500.0,549317.0
2025,MT,5106422,4052697.0,86622.0,3966075.0
2025,MT,5106455,0.0,1398666.0,-1398666.0
2025,MT,5106505,704589.0,120150.0,584439.0
2025,MT,5106752,214266.0,459.0,213807.0
2025,MT,5106778,63257.0,3200000.0,-3136743.0
2025,MT,5106802,188127.0,20803.0,167324.0
2025,MT,5106828,82295.0,0.0,82295.0
2025,MT,5107040,533331.0,31884.0,501447.0
